target	program	source	format	expected_sha256	entry_file_offset	compare_source	shared_scope
NA2	SLPS_258.37	@source_na2/SLPS_258.37	ee_elf	20C0A40D70EA412CD431993A2E189B37ECB6054D63AE93BE545470016E1627AF
NA2	ADV.BIN	@source_na2/PRG/ADV.BIN	mwo3	AD60D9C9D11811CE57A4E64F35226EBB366D580010761A0FD1300DFE621BC34D	0x80
NA2	BTL.BIN	@source_na2/PRG/BTL.BIN	mwo3	56FD042740221E3CC91417194F147142799D51FE70642273F4E97BD389D5D63C	0x80
NA2	ETC.BIN	@source_na2/PRG/ETC.BIN	mwo3	8FF3C6E1ED5CE2B093B0934C898C40D1CEEA0C20778C49CDA5591AAD02375C74	0x80
NUN3	SLUS_217.27	@source_nun3/SLUS_217.27	ee_elf	96382164B83D786AE6A9367C9DF3061B4991C53480E94E761C6F22B5C099765A
NUN3	BATTLE.BIN	@source_nun3/PRG/BATTLE.BIN	mwo3	9A9389C65A2F78B98E4637EA15E7CAA947C41164AF4D8E340199D68FF42A27B9	0x80
NUN3	HOME.BIN	@source_nun3/PRG/HOME.BIN	mwo3	A428F32EF91D764C836E1BA31F470D5D27D3D37C5D9001C5E6674C895C6773F1	0x80
NUN3	RPG.BIN	@source_nun3/PRG/RPG.BIN	mwo3	A622D6B8AB40B44BCBC5F256EE76FA48D17FAED7D34AA13AF56A8C2A0078CE59	0x80
NUN3	CRI_ADXI.IRX	@source_nun3/MODULES/CRI_ADXI.IRX	iop_elf	E246A535FB1D49A966B2FBE65F114CE27B2F88519DDD5EAB11F399D5B3CE804A
NUN3	SNDBASE.IRX	@source_nun3/MODULES/SNDBASE.IRX	iop_elf	7A11F5FF7E6506A6E4ACE51C30B62C666954469A744C403B3A926EEBBD4911F9
NUN5	SLES_556.05	@source_nun5/SLES_556.05	ee_elf	20A43677397731A2A20899336D1165ACE5B436906B9B89BE90FB10F4558DD19D
NUN5	ADV.BIN	@source_nun5/PRG/ADV.BIN	mwo3	7E2AF55362141BB1B055247CD7EF7EDAE290F3C0095701BC51467F096A2D00B8	0x80
NUN5	BTL.BIN	@source_nun5/PRG/BTL.BIN	mwo3	7E8518DA7BD4957AF18CB0ABABE67F0E9B37C42C6551375201B15997F0A3DFE3	0x80
NUN5	ETC.BIN	@source_nun5/PRG/ETC.BIN	mwo3	BDB6BDA1F9D335047586A263E478486C8E7924B91FA972B6F3E58CAEC5EA0778	0x80
NUN5	TEXTENG.BIN	@source_nun5/PRG/TEXTENG.BIN	mwo3	3E42D2DDFFE770B05DD41E2C5937380133E255C9CE32CA2F037E34C65A8E571E
NUN5	TEXTFRN.BIN	@source_nun5/PRG/TEXTFRN.BIN	mwo3	485D44D2866E9E985D2D84B4796BD8DAA573567D44B8913B9FBCCFFAAFC836B0
NUN5	TEXTGER.BIN	@source_nun5/PRG/TEXTGER.BIN	mwo3	84DE40F3DEF485B80863370723E462A7B23EBB6A4B5E6A088B4897F78005222D
NUN5	TEXTITA.BIN	@source_nun5/PRG/TEXTITA.BIN	mwo3	110A915C3043214A6C2A9BD2CA3CB33284629126F91B76DB6E525A9FD7B20B03
NUN5	TEXTSPA.BIN	@source_nun5/PRG/TEXTSPA.BIN	mwo3	72EC1BB3AEAD2764BDC096A1A757C6969D1573C99954DF6711E0A0495418E927
NUN6	SLUS_556.06	@source_nun6/SLUS_556.06	ee_elf	47C40141A3E1AEB0C96BC28E8DC311938B284D54FD21F4D8BA953C2E16234809		@source_nun5/SLES_556.05
NUN6	ADV.BIN	@source_nun6/PRG/ADV.BIN	mwo3	5FA4C6ECFA5BC98416A61C7E25B86F71F4FB4B37B1764C6E3996467279DF37D4	0x80	@source_nun5/PRG/ADV.BIN
NUN6	BTL.BIN	@source_nun6/PRG/BTL.BIN	mwo3	D9C05E13B772A44E4A8FEF1E5101966C2748545A122A5F219D8AA992F88758C6	0x80	@source_nun5/PRG/BTL.BIN
NUN6	ETC.BIN	@source_nun6/PRG/ETC.BIN	mwo3	478178C332B68451FA6D4C4308D5700E652C8C35CC59503B8D8ACEC68C3E1894	0x80	@source_nun5/PRG/ETC.BIN
NUN6	MOD.BIN	@source_nun6/PRG/MOD.BIN	mwo3	6EAB9760D2BD6583630D096EB08FB7F09E299F5E2FB64DF2413E5DC2ED182998	0x70
NUN6	TEXTBRA.BIN	@source_nun6/PRG/TEXTBRA.BIN	mwo3	07E30831DC9E88BA4E0DDB1B4F3FD8EDD0D8C4D1CF170BD59BFCB17C09E256BF		@source_nun5/PRG/TEXTENG.BIN
shared	CRI_ADXI.IRX	@source_na2/MODULES/CRI_ADXI.IRX	iop_elf	7DEC8B777B029C07357C042C897A2C509110B85480B1B2BB3C4357FA59C18F91			NA2_NUN5_NUN6
shared	MODULES.BIN	@source_na2/MODULES/MODULES.BIN	iop_elf	0CDEA9EF15E3FFE8B70B6305A67F9A37015FF12B08815EE4CA16358A4C93BA9D			NA2_NUN3_NUN5_NUN6
shared	SNDBASE.IRX	@source_na2/MODULES/SNDBASE.IRX	iop_elf	A414BCDD7FCFAE23708EA2A8B9D02756FA2902F2D7BB29D33560DBF2A66A679B			NA2_NUN5_NUN6
